Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Spain,,,,12.40539645,13.13760957,13.6231918,12.19512795,12.00954151,10.98865448,11.67178531,10.90365071,11.27851334,11.81996298,12.23919961,11.708901,12.03996745,11.91981334,12.60184764,15.02388081,15.13241603,16.05315684,15.49069687,16.29972726,15.71495635,14.94050661,15.09327866,15.58268563,18.85186821,18.58479869,18.85686474,18.32209377,19.32743391,19.63718541,19.29717691,19.83535347,19.48197934,20.62425914,20.52795271,20.3585177,19.73312733,18.95083242,18.63432158,18.22520603,18.56339311,18.08955481,17.30031368,17.40298339,17.8050842,18.14416353,20.82666279,21.23323487,21.62197302,22.32638622,23.37649951,24.40495955,23.95955981,23.66256582,23.82088295,23.82090397,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.026177808,8.755687358,7.851501028,8.1858552,10.5518444,10.90796525,10.90796554,10.90796532,10.53172374,7.314616268,7.746609213,9.246419804,9.120993801,9.939419217,8.825291427,10.10312863,17.77152427,16.616596,17.71916664,19.81798922,18.81266495,18.68847483,18.51741418,18.37564239,16.90909008,17.94115731,17.94056267,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.038505636,1.107254711,1.295370823,2.069490137,2.17269385,2.248441408,1.976522075,1.614478672,1.193696335,3.880681927,7.011838382,4.207014046,2.099018798,1.389348271,2.108365977,1.098532971,2.415647646,4.717663184,1.908787018,1.436062661,2.822008447,1.518197216,2.893891949,5.666059154,5.452037269,5.452037271,,,,
European Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,,,,13.94344176,14.09263396,13.92862148,13.69636948,13.83459252,14.04358667,13.56628204,15.52029597,15.89782746,16.10228794,15.2987173,15.81471454,19.26065006,20.66276543,18.26220089,17.50130464,16.1212934,15.98131107,17.11230935,18.95912758,17.26429434,17.23351207,18.63510335,16.73860464,18.15797376,16.83307115,15.70304158,17.64204483,19.88356536,20.43905356,20.92107309,21.53773835,23.65899787,26.22644963,26.81740292,29.59178708,31.16355602,33.10296562,35.69978817,33.5633112,34.93490706,31.4613904,32.6496616,32.02471581,36.54186248,34.61574569,33.32174105,31.59316493,29.60822379,25.48609357,27.48791214,28.38684069,26.85772563,28.96066094,29.10735998,29.11187246,
Fiji,,,,,,,,,2.949758608,,2.570680057,3.298298589,2.736785618,4.260021079,3.016018506,4.968204261,5.375124816,6.996030718,4.555151588,3.437677982,3.901760329,3.877729824,3.050029185,4.184565683,4.138370707,4.789262828,3.049558083,2.385940486,2.164357687,1.98409476,1.890469694,2.14229874,1.786894684,1.885049427,2.563152605,,,,,,1.139112864,0.826511419,1.123143066,1.457172399,1.231099581,1.145794623,1.086168851,0.854691697,0.870537169,0.897385684,0.941253361,0.940143784,1.880370559,1.748663834,1.753952028,1.845886443,1.543208505,1.543223926,1.543223942,
France,,,,15.14117414,15.19118516,15.39976714,15.76355687,16.19925196,16.74057743,17.31409617,18.57166374,19.14348208,19.39177947,19.1434994,18.07853571,20.13191132,22.04156541,22.22574418,21.55054542,20.6576547,21.13094422,21.64477344,20.92609464,21.22844953,20.92686454,20.2759792,19.91813566,20.56319287,20.74523242,20.91096143,31.17407165,32.19094368,32.51232472,30.62614962,31.1097559,30.97862773,24.01105889,24.6867223,25.9036275,25.96976414,26.31779411,25.93873042,25.79544601,25.91217755,24.74990785,24.96376488,24.27843183,25.2430946,24.34911294,29.56625552,29.77207534,30.14113857,31.30625104,31.70678209,33.28025558,33.52510892,33.61805297,32.49128919,32.42094991,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,,,,,,,14.21904169,,,,3.612887941,,2.933025404,5.557117421,8.030816641,9.560608513,8.155022772,10.32574216,9.228747599,,5.631507661,6.221661956,7.448738298,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,23.65988909,,,,,23.67560497,23.08286767,22.59978425,22.19979818,22.25262198,22.13022205,22.32980333,22.71865692,22.23222322,23.18128195,22.91811242,22.84164532,23.71148658,23.16618317,22.91448059,22.20470531,21.78351094,22.53388947,22.09576138,21.52391055,21.7029043,22.98758801,23.14912096,22.04987394,21.65833088,24.76819697,24.87375444,24.63033812,25.12322044,25.70603753,26.45652682,26.76546188,25.2800311,23.64307186,23.60359658,23.57218356,23.44631225,22.72661027,23.29157214,23.8027779,25.32935273,28.69790475,30.91872714,32.03246405,32.59939268,34.72762578,34.93434255,34.02462247,34.52268465,34.52268478,34.52268478,
