Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Syria,2833000,2757000,2365000,2439000,2980000,3571000,3951608,4791164,4480264,6452020,5125678,5574984,6605460,8510820,9325900,7500000,9320078,9465866,9912012,9618066,10600366,11671012,11990984,12180800,11911856,12894396,12710084,13169416,14669950,13899020,13811020,12115024,10615756,16980410,14988180,18101460,22247250,21864600,21725750,20393249,21700803,20563814,14456824,11215056,10274238,10661473,9874872,10162686
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,2842652,1923808,1062027,872152,789522,892219,973210,891169,782621,752179,741611,753020,913854,872739,950540,1170992,1116316,888169,886117,936373,1194489,1483260,2049236,2286110,2355290,2426053
Tanzania,808000,846000,795000,970000,777000,711000,954000,684000,771000,792000,850000,720000,700000,710000,704000,756000,731000,710000,723000,729000,757000,753000,675000,760000,766000,1061000,1005000,933000,868000,802000,906000,992000,1128000,1175000,1602648,1779936,1896032,1851248,1896912,1835878,2184470,2761846,3444382,3572352,3655038,3947495,4141215,4334934
Thailand,6286000,6728000,7081000,8535000,8035000,8470000,9311000,10467000,11237000,11994000,13586000,12675610,12627990,14140812,15472278,18008392,18317764,22067306,25013838,29725494,36936192,40990874,45223306,50096620,56411708,62268732,72667424,74567712,67287449,69545445,71322024,75813252,82039825,88105731,95576393,98428167,99444793,102491978,105089335,104713552,111500565,112986918,118484436,122285872,124859592,125811661,129193691,132575721
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589000,4709500,5032500,3914400,4987900,4801300,8517834,4176700,7752223,8409098,8497702,8586305,8674908,8763512
Togo,112000,108000,113000,96000,86000,100000,85000,108000,116000,140000,126000,115000,137000,95000,108000,94000,152000,165000,160000,162000,212000,201000,163000,78000,178000,291000,302000,275000,317000,364000,324000,256000,305000,385000,374000,348000,264000,294000,312000,757000,713000,622000,561000,578000,597000,625407,653814,682221
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,3741186,4024720,3749774,4381856,3858782,2946902,3493754,3630148,3710738,3737508,3565940,3928084,3620050,4027402,4548672,4740944,4549684,4227932,4604786,4767022,5350630,5437514,5799706,5192946,5207742,5126440,6749806,6819248,7037472,8343611,9025038,9812049,10865836,12206881,12499160,14611452,16049933,17080622,16393717,16373590,17199652,17107773,16648065,16940776,16867866,15823833,16243248,16662663
Tunisia,1738018,1671756,1563416,1840320,1909428,1483564,1904804,2278692,2892096,2989636,3566282,3461486,3139622,3837586,3544980,3592476,3542401,3279794,3753046,3476340,3981564,3980533,4310967,4445095,4635822,4348045,4691917,5121888,5371828,5924881,5982354,6733356,6705881,6766915,7035431,6736177,7231983,7464054,7838469,7491215,8320001,8162277,8555806,8719166,8888541,8958651,9135413,9314466
Turkey,16512000,18297000,22688000,24584000,26472000,27174000,31174000,34512000,36634000,32230000,34982000,37367000,39889576,44138942,49087576,59828188,68807324,73439266,66021536,79217156,79421065,76846414,84043936,85398264,90434909,96109380,102184448,107797725,115894172,114523734,119439654,111158558,109480105,110895455,110092798,125804431,139483539,158167672,157029757,155361155,153146274,162098838,167818273,154042233,165216179,164931764,169562348,174192932
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,9859290,8975155,11668789,11913533,10640274,10917621,11445309,13363855,12987418,13154989,13804598,15421474,16118070,16726925,17097630,19448291,19661540,17791496,20241998,21638818,22313675,22836705,23370562,29956230,30860249,31764268
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,,,,,,,,,,,,,,,,,,,,,,,247332862,209206673,173699216,174572933,147467198,140035440,133754695,133427168,131244180,130455013,132403010,142976571,137439947,134516642,135058779,133640344,132356693,110746478,111446181,123488687,120204939,112441617,90224147,75574919,72036772,68153098
United Arab Emirates,809048,869500,907532,1158076,1229536,1794320,2292880,3766054,4322826,5164785,8560308,10020147,10881876,10610184,13062568,16188150,19637157,21852507,24208232,27125450,27614396,33748591,32837816,34185633,37203079,38663615,39664557,41323476,42001393,42204461,41252761,48139394,47149505,48011218,51929015,54729301,57565310,62447841,71394860,70120540,72734641,76637175,80368014,82100028,83582507,92389452,95703895,99018339
United Kingdom,253240860,271739686,251622972,263380035,246578548,246704871,244269944,241491633,247206622,252798395,246465703,224775349,226560771,221823109,183053659,218718250,229192203,225755927,230071919,229529178,224249859,237521625,231114979,218131809,198067597,203530412,213894270,211333966,210143346,208221336,208398882,220080269,207527011,210422568,216282551,217899495,221180229,206905095,211517527,195015892,187363526,181562957,186781666,186173856,173518577,157372469,153548239,149724008
United States of America,1608611945,1611224384,1690158610,1746806020,1702818863,1698530627,1778373124,1881259234,1864482510,1943256642,1876359297,1796962851,1735498787,1677778783,1833297358,1777934057,1816382187,1871379439,1925963502,1954229721,1992531299,1938147632,1969743813,1978847345,2092837667,2063556984,2122359991,2187260655,2239206050,2238374372,2251277456,2346886383,2287653847,2297731010,2361502885,2373645578,2401984430,2379988820,2333258038,2204469573,2202066023,2171260016,2072331268,2049186082,2137123744,2110371073,2088354019,2066336965
Uruguay,1896000,1891000,1939000,1877000,1932000,1963000,1963000,2042000,2231000,1990000,2096000,1909000,1688000,1244000,1262000,1101000,1459000,1240000,1568000,1540000,1341000,1660000,1907000,1528000,1627000,1960000,2012000,2037000,2055709,2505579,1967100,1938317,1504468,1858060,2262008,2112167,2472342,2179964,2955131,2965847,2560066,2791132,3285627,2550723,2440469,2520500,2600424,2677591
USSR,1087688423,1110924454,1166508757,1208091898,1236445051,1302935326,1317081183,1361660713,1386860744,1426180487,1431086790,1459525923,1483973734,1499892284,1515388083,1561042753,1607984933,1628920824,1665221864,1643921509,1578637976,1537985834,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,44646876,45329955,44783770,41813913,41073382,41035332,45703001,47075761,47584002,48240758,50183439,47766825,47203758,43520787,44193963,44121159,45331754,40298049,39524537,43392751,43944830,38945583,39497465,37170793,36567533,35964273
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,19647900,19051912,12265224,16188260,22208772,23779268,18300108,25789382,21891754,25343012,28825244,31213304,31578172,31174044,30675574,32001910,32573776,33292274,31019986,32863164,35538826,35185944,47638340,34978736,37482642,39295526,45735316,40014634,43335346,39838094,42040702,48130720,47598126,43176198,45398562,37158594,42474466,45662683,50188411,50172224,56422469,52585331,59000862,55289873,54992989,55016376,55768332,56196367
Viet Nam,8173000,8211000,7690000,8425000,6550000,7618000,5037000,5500000,5531000,5828000,6387000,6680308,7238580,7836068,6426606,6906108,7643540,8606486,8265646,6917526,6821268,6613114,6595544,8742334,8349846,10270006,11825104,14314510,15796080,14557786,18064494,18309024,21606556,23106874,31314891,33655734,27021480,30745555,41669618,42125102,51383650,55764438,53675740,55894974,61302872,71337504,74694434,78051364
West Asia,36267856,39082930,41824798,46288192,45958284,43863592,50963786,54313046,61091862,74167193,84935626,94299457,102569510,111826492,113876830,123115858,128252829,141221143,156897600,161838368,146928276,156533607,179117436,195408297,209215412,213096070,219118210,228667526,226470311,223932952,231336673,245514168,263712714,268511663,279640731,296745615,320898181,336955567,365325336,377476024,406621298,424198584,449413702,448670079,476130779,538231813,557850776,579189075
Yemen,973000,1018000,818000,1219000,963000,950000,1417000,1620000,1588000,1625000,1856000,1305000,1807000,1806000,1967000,2214000,2213000,2767000,2888000,2780000,2803000,3245000,3640000,2956000,3068000,3478000,3541000,3776000,4026000,4501000,4817000,5364000,5579000,6282000,7139000,7572000,8562000,6914000,7278000,8011430,7643087,6374178,5756577,7937193,7116403,3573557,3540826,3773016
Yugoslavia SFR,40768414,42192612,41659550,47928032,48614870,50322660,51782840,54343660,57340342,63053828,62463487,71330715,74180168,79661102,87530014,90509171,92477824,95316078,96581369,95905699,99594876,86794347,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,1387000,1342000,1502000,1877000,1686000,1701000,1702000,1489000,1485000,1266000,1294000,1257000,1341000,1208000,1186000,1192000,1181000,1043000,1178000,1157000,1061000,965000,1008000,864000,699000,720000,679000,610000,859000,709000,704000,707000,769000,830000,768000,822000,745000,525000,596000,622000,656000,764000,1046000,1091000,1080000,1148685,1171623,1194561
Zimbabwe,3007000,3075000,2873000,3356000,3217000,2963000,3367000,2986000,2886000,2865000,3172000,3071000,3081000,3160000,3256000,3776000,4416000,5644000,5570000,5650000,6102000,6884000,6962000,6439000,6009000,5989000,5721000,5355000,5452000,5833000,5325000,5376000,4865000,3991000,3670000,4146000,4000000,3867000,2973000,3079000,3299000,3881000,4102000,4272000,6831000,5365696,5394304,5422911
